5.5462,2.0038
5.6846,1.6923
5.7538,1.6577
5.8692,1.6231
5.9846,1.6231
6.1231,1.6231
6.2615,1.6231
6.3538,1.6231
6.5154,1.6231
6.6308,1.6923
6.7,1.8654
6.7462,2.1077
6.7462,2.3154
6.7462,2.5923
6.7462,2.9385
6.7,3.2846
6.6538,3.4923
6.5154,3.8038
6.4231,3.8731
6.2615,3.9423
6.0769,3.9077
6.0308,3.8038
5.9385,3.6654
5.7769,3.3192
5.6154,3.0423
5.4077,2.5577
5.4769,2.2115
5.5462,2.0385
5.6154,1.7615
5.6615,1.6577
8.4769,4.9808
8.4769,4.9808
8.3615,4.5654
8.3385,4.4269
8.3615,4.1846
8.3385,3.9423
8.3385,3.9769
8.4538,5.0154
8.4308,4.7385
8.4308,4.8077
8.5462,4.9808
8.6385,4.9115
8.6846,4.8423
8.7077,4.7385
8.7538,4.6
8.7769,4.4615
8.7769,4.3231
8.7538,4.1846
8.7077,4.0115
8.6385,3.9769
8.5923,3.9423
8.4769,3.8731
8.3846,3.8731
8.8,3.7
8.8,3.7346
8.8231,3.8385
8.8692,3.9769
8.9154,4.0808
8.9615,4.2538
9.0077,4.4615
9.0538,4.7038
9.0538,4.8769
9.0538,4.9115
9.1,4.7385
9.0769,4.4962
9.1,4.2885
9.1231,4.15
9.2385,4.0808
9.3077,4.2192
9.3769,4.3923
9.4462,4.4615
9.5385,4.5654
9.6077,4.6346
9.6769,4.6692
9.6538,4.5654
9.6077,4.3923
9.5846,4.2538
9.5154,4.0462
9.4692,3.9077
9.4,3.5615
9.3769,3.4577
9.3769,3.3885
9.4462,3.6654
9.4923,3.7692
9.4923,3.7692
9.9308,4.5654
9.9308,4.4615
9.8846,4.2192
9.8615,4.15
9.8615,4.0808
9.8154,3.7346
9.8385,3.9423
9.7462,3.5269
9.7231,3.25
1.5769,4.6
1.6923,4.7038
1.8308,4.7731
1.9462,4.8077
2.0615,4.8769
2.1538,4.8769
2.2462,4.9115
2.3615,4.9462
2.5231,4.9808
2.6385,4.9808
2.7308,5.0154
3.6538,5.2577
3.5615,5.2231
3.4231,5.2231
3.3769,5.1885
3.1923,5.1885
3.0769,5.1538
2.9846,5.1192
2.8692,5.0846
2.8231,5.0154
3.7231,5.3269
3.7692,5.3269
3.9538,5.3615
3.9538,5.3615
4.0462,5.3615
4.3,5.3269
4.3923,5.3269
4.2077,5.3269
4.1615,5.3269
4.5538,5.3269
4.6692,5.2923
4.7615,5.2923
4.8538,5.2577
4.9923,5.2231
5.0385,5.2231
5.1538,5.1885
5.3615,5.1538
